actual_block_time,actual_flight_duration,actual_taxi_in_time,actual_taxi_out_time,aircraft_code_iata,aircraft_code_icao,aircraft_serial_number,aircraft_type,aircraft_type_series,baggage_claim,country_code,fleet_aircraft_id,flight_date_utc,flight_id,flight_number,flight_type,is_cancelled,is_diverted,operating_carrier_iata,operating_carrier_id,operating_carrier_name,region_name,tail_number,total_seat_count,actual_gate_departure_local,actual_runway_departure_local,departure_airport_iata,departure_airport_id,departure_gate,departure_terminal,gate_departure_delay,scheduled_gate_departure_local,show_up_time,checkin_on_pred,checkin_done_pred,checkin_pt,checkin_pred,departure_gate_on_pred,departure_gate_done_pred,departure_gate_pt,departure_gate_pred,security_on_pred,security_done_pred,security_pt,security_pred,passport_on_pred,passport_done_pred,passport_pt,passport_pred,checkin_pt_pred,departure_gate_pt_pred,security_pt_pred,passport_pt_pred
228.0,209,10.0,9.0,321,A321,5169,A321,A321-200,,CN,137085,2024-01-01,1229545210,OZ9017,International,False,False,OZ,OZ,Asiana Airlines,Asia,HL8256,171,2024-01-02T01:19:00,2024-01-02T01:28:00,ICN,ICN,,1,-11.0,2024-01-02T01:30:00,2024-01-01 23:21:06.790336068,2024-01-01 23:21:07.069208544,2024-01-01 23:22:06.069208544,59,checkin_A,2024-01-01 23:22:06.069208544,2024-01-01 23:23:07.069208544,61,departure_gate_DG2,2024-01-01 23:23:07.069208544,2024-01-01 23:24:13.069208544,66,security_SC1,2024-01-01 23:24:13.069208544,2024-01-01 23:25:17.069208544,64,passport_PC1,2024-01-01 23:21:07.069208544,2024-01-01 23:22:06.069208544,2024-01-01 23:23:07.069208544,2024-01-01 23:24:13.069208544
228.0,209,10.0,9.0,321,A321,5169,A321,A321-200,,CN,137085,2024-01-01,1229545210,OZ9017,International,False,False,OZ,OZ,Asiana Airlines,Asia,HL8256,171,2024-01-02T01:19:00,2024-01-02T01:28:00,ICN,ICN,,1,-11.0,2024-01-02T01:30:00,2024-01-01 23:21:23.394249060,2024-01-01 23:21:23.069208544,2024-01-01 23:22:24.069208544,61,checkin_A,2024-01-01 23:22:24.069208544,2024-01-01 23:23:28.069208544,64,departure_gate_DG1,2024-01-01 23:23:28.069208544,2024-01-01 23:24:46.069208544,78,security_SC2,2024-01-01 23:24:46.069208544,2024-01-01 23:25:46.069208544,60,passport_PC1,2024-01-01 23:21:23.069208544,2024-01-01 23:22:24.069208544,2024-01-01 23:23:28.069208544,2024-01-01 23:24:46.069208544
228.0,209,10.0,9.0,321,A321,5169,A321,A321-200,,CN,137085,2024-01-01,1229545210,OZ9017,International,False,False,OZ,OZ,Asiana Airlines,Asia,HL8256,171,2024-01-02T01:19:00,2024-01-02T01:28:00,ICN,ICN,,1,-11.0,2024-01-02T01:30:00,2024-01-01 23:21:26.495893734,2024-01-01 23:21:26.069208544,2024-01-01 23:22:32.069208544,66,checkin_A,2024-01-01 23:22:32.069208544,2024-01-01 23:23:50.069208544,78,departure_gate_DG2,2024-01-01 23:23:50.069208544,2024-01-01 23:24:45.069208544,55,security_SC1,2024-01-01 23:24:45.069208544,2024-01-01 23:25:54.069208544,69,passport_PC1,2024-01-01 23:21:26.069208544,2024-01-01 23:22:32.069208544,2024-01-01 23:23:50.069208544,2024-01-01 23:24:45.069208544
228.0,209,10.0,9.0,321,A321,5169,A321,A321-200,,CN,137085,2024-01-01,1229545210,OZ9017,International,False,False,OZ,OZ,Asiana Airlines,Asia,HL8256,171,2024-01-02T01:19:00,2024-01-02T01:28:00,ICN,ICN,,1,-11.0,2024-01-02T01:30:00,2024-01-01 23:21:30.923071098,2024-01-01 23:21:31.069208544,2024-01-01 23:22:25.069208544,54,checkin_A,2024-01-01 23:22:25.069208544,2024-01-01 23:23:16.069208544,51,departure_gate_DG2,2024-01-01 23:23:16.069208544,2024-01-01 23:24:12.069208544,56,security_SC1,2024-01-01 23:24:12.069208544,2024-01-01 23:25:22.069208544,70,passport_PC2,2024-01-01 23:21:31.069208544,2024-01-01 23:22:25.069208544,2024-01-01 23:23:16.069208544,2024-01-01 23:24:12.069208544
228.0,209,10.0,9.0,321,A321,5169,A321,A321-200,,CN,137085,2024-01-01,1229545210,OZ9017,International,False,False,OZ,OZ,Asiana Airlines,Asia,HL8256,171,2024-01-02T01:19:00,2024-01-02T01:28:00,ICN,ICN,,1,-11.0,2024-01-02T01:30:00,2024-01-01 23:21:47.526344976,2024-01-01 23:21:47.069208544,2024-01-01 23:22:42.069208544,55,checkin_A,2024-01-01 23:22:42.069208544,2024-01-01 23:23:43.069208544,61,departure_gate_DG1,2024-01-01 23:23:43.069208544,2024-01-01 23:24:35.069208544,52,security_SC1,2024-01-01 23:24:35.069208544,2024-01-01 23:25:44.069208544,69,passport_PC2,2024-01-01 23:21:47.069208544,2024-01-01 23:22:42.069208544,2024-01-01 23:23:43.069208544,2024-01-01 23:24:35.069208544
228.0,209,10.0,9.0,321,A321,5169,A321,A321-200,,CN,137085,2024-01-01,1229545210,OZ9017,International,False,False,OZ,OZ,Asiana Airlines,Asia,HL8256,171,2024-01-02T01:19:00,2024-01-02T01:28:00,ICN,ICN,,1,-11.0,2024-01-02T01:30:00,2024-01-01 23:22:18.521368728,2024-01-01 23:22:18.069208544,2024-01-01 23:23:18.069208544,60,checkin_A,2024-01-01 23:23:18.069208544,2024-01-01 23:24:22.069208544,64,departure_gate_DG1,2024-01-01 23:24:22.069208544,2024-01-01 23:25:16.069208544,54,security_SC1,2024-01-01 23:25:16.069208544,2024-01-01 23:26:13.069208544,57,passport_PC1,2024-01-01 23:22:18.069208544,2024-01-01 23:23:18.069208544,2024-01-01 23:24:22.069208544,2024-01-01 23:25:16.069208544
228.0,209,10.0,9.0,321,A321,5169,A321,A321-200,,CN,137085,2024-01-01,1229545210,OZ9017,International,False,False,OZ,OZ,Asiana Airlines,Asia,HL8256,171,2024-01-02T01:19:00,2024-01-02T01:28:00,ICN,ICN,,1,-11.0,2024-01-02T01:30:00,2024-01-01 23:22:32.106254238,2024-01-01 23:22:32.069208544,2024-01-01 23:23:30.069208544,58,checkin_A,2024-01-01 23:23:30.069208544,2024-01-01 23:24:38.069208544,68,departure_gate_DG2,2024-01-01 23:24:38.069208544,2024-01-01 23:25:43.069208544,65,security_SC1,2024-01-01 23:25:43.069208544,2024-01-01 23:26:46.069208544,63,passport_PC1,2024-01-01 23:22:32.069208544,2024-01-01 23:23:30.069208544,2024-01-01 23:24:38.069208544,2024-01-01 23:25:43.069208544
228.0,209,10.0,9.0,321,A321,5169,A321,A321-200,,CN,137085,2024-01-01,1229545210,OZ9017,International,False,False,OZ,OZ,Asiana Airlines,Asia,HL8256,171,2024-01-02T01:19:00,2024-01-02T01:28:00,ICN,ICN,,1,-11.0,2024-01-02T01:30:00,2024-01-01 23:22:38.291904312,2024-01-01 23:22:38.069208544,2024-01-01 23:23:31.069208544,53,checkin_A,2024-01-01 23:23:31.069208544,2024-01-01 23:24:33.069208544,62,departure_gate_DG1,2024-01-01 23:24:33.069208544,2024-01-01 23:25:44.069208544,71,security_SC2,2024-01-01 23:25:44.069208544,2024-01-01 23:26:42.069208544,58,passport_PC1,2024-01-01 23:22:38.069208544,2024-01-01 23:23:31.069208544,2024-01-01 23:24:33.069208544,2024-01-01 23:25:44.069208544
228.0,209,10.0,9.0,321,A321,5169,A321,A321-200,,CN,137085,2024-01-01,1229545210,OZ9017,International,False,False,OZ,OZ,Asiana Airlines,Asia,HL8256,171,2024-01-02T01:19:00,2024-01-02T01:28:00,ICN,ICN,,1,-11.0,2024-01-02T01:30:00,2024-01-01 23:22:50.205006960,2024-01-01 23:22:50.069208544,2024-01-01 23:24:03.069208544,73,checkin_A,2024-01-01 23:24:03.069208544,2024-01-01 23:25:07.069208544,64,departure_gate_DG2,2024-01-01 23:25:07.069208544,2024-01-01 23:26:10.069208544,63,security_SC1,2024-01-01 23:26:10.069208544,2024-01-01 23:27:25.069208544,75,passport_PC2,2024-01-01 23:22:50.069208544,2024-01-01 23:24:03.069208544,2024-01-01 23:25:07.069208544,2024-01-01 23:26:10.069208544
228.0,209,10.0,9.0,321,A321,5169,A321,A321-200,,CN,137085,2024-01-01,1229545210,OZ9017,International,False,False,OZ,OZ,Asiana Airlines,Asia,HL8256,171,2024-01-02T01:19:00,2024-01-02T01:28:00,ICN,ICN,,1,-11.0,2024-01-02T01:30:00,2024-01-01 23:22:54.059160576,2024-01-01 23:22:54.069208544,2024-01-01 23:24:00.069208544,66,checkin_A,2024-01-01 23:24:00.069208544,2024-01-01 23:25:15.069208544,75,departure_gate_DG1,2024-01-01 23:25:15.069208544,2024-01-01 23:26:15.069208544,60,security_SC1,2024-01-01 23:26:15.069208544,2024-01-01 23:27:12.069208544,57,passport_PC1,2024-01-01 23:22:54.069208544,2024-01-01 23:24:00.069208544,2024-01-01 23:25:15.069208544,2024-01-01 23:26:15.069208544
228.0,209,10.0,9.0,321,A321,5169,A321,A321-200,,CN,137085,2024-01-01,1229545210,OZ9017,International,False,False,OZ,OZ,Asiana Airlines,Asia,HL8256,171,2024-01-02T01:19:00,2024-01-02T01:28:00,ICN,ICN,,1,-11.0,2024-01-02T01:30:00,2024-01-01 23:22:58.389816978,2024-01-01 23:22:58.069208544,2024-01-01 23:24:05.069208544,67,checkin_A,2024-01-01 23:24:05.069208544,2024-01-01 23:25:06.069208544,61,departure_gate_DG2,2024-01-01 23:25:06.069208544,2024-01-01 23:26:02.069208544,56,security_SC1,2024-01-01 23:26:02.069208544,2024-01-01 23:27:11.069208544,69,passport_PC2,2024-01-01 23:22:58.069208544,2024-01-01 23:24:05.069208544,2024-01-01 23:25:06.069208544,2024-01-01 23:26:02.069208544
228.0,209,10.0,9.0,321,A321,5169,A321,A321-200,,CN,137085,2024-01-01,1229545210,OZ9017,International,False,False,OZ,OZ,Asiana Airlines,Asia,HL8256,171,2024-01-02T01:19:00,2024-01-02T01:28:00,ICN,ICN,,1,-11.0,2024-01-02T01:30:00,2024-01-01 23:23:20.348563896,2024-01-01 23:23:20.069208544,2024-01-01 23:24:16.069208544,56,checkin_A,2024-01-01 23:24:16.069208544,2024-01-01 23:25:11.069208544,55,departure_gate_DG2,2024-01-01 23:25:11.069208544,2024-01-01 23:26:15.069208544,64,security_SC1,2024-01-01 23:26:15.069208544,2024-01-01 23:27:01.069208544,46,passport_PC2,2024-01-01 23:23:20.069208544,2024-01-01 23:24:16.069208544,2024-01-01 23:25:11.069208544,2024-01-01 23:26:15.069208544
228.0,209,10.0,9.0,321,A321,5169,A321,A321-200,,CN,137085,2024-01-01,1229545210,OZ9017,International,False,False,OZ,OZ,Asiana Airlines,Asia,HL8256,171,2024-01-02T01:19:00,2024-01-02T01:28:00,ICN,ICN,,1,-11.0,2024-01-02T01:30:00,2024-01-01 23:23:26.184974749,2024-01-01 23:23:26.069208544,2024-01-01 23:24:19.069208544,49,checkin_A,2024-01-01 23:24:19.069208544,2024-01-01 23:25:23.069208544,64,departure_gate_DG1,2024-01-01 23:25:23.069208544,2024-01-01 23:26:28.069208544,65,security_SC2,2024-01-01 23:26:28.069208544,2024-01-01 23:27:25.069208544,57,passport_PC1,2024-01-01 23:23:30.069208544,2024-01-01 23:24:19.069208544,2024-01-01 23:25:23.069208544,2024-01-01 23:26:28.069208544
228.0,209,10.0,9.0,321,A321,5169,A321,A321-200,,CN,137085,2024-01-01,1229545210,OZ9017,International,False,False,OZ,OZ,Asiana Airlines,Asia,HL8256,171,2024-01-02T01:19:00,2024-01-02T01:28:00,ICN,ICN,,1,-11.0,2024-01-02T01:30:00,2024-01-01 23:23:31.530195330,2024-01-01 23:23:31.069208544,2024-01-01 23:24:38.069208544,67,checkin_A,2024-01-01 23:24:38.069208544,2024-01-01 23:25:27.069208544,49,departure_gate_DG1,2024-01-01 23:25:27.069208544,2024-01-01 23:26:24.069208544,57,security_SC1,2024-01-01 23:26:24.069208544,2024-01-01 23:27:30.069208544,66,passport_PC1,2024-01-01 23:23:31.069208544,2024-01-01 23:24:38.069208544,2024-01-01 23:25:27.069208544,2024-01-01 23:26:24.069208544
228.0,209,10.0,9.0,321,A321,5169,A321,A321-200,,CN,137085,2024-01-01,1229545210,OZ9017,International,False,False,OZ,OZ,Asiana Airlines,Asia,HL8256,171,2024-01-02T01:19:00,2024-01-02T01:28:00,ICN,ICN,,1,-11.0,2024-01-02T01:30:00,2024-01-01 23:23:38.162159586,2024-01-01 23:23:38.069208544,2024-01-01 23:24:55.069208544,55,checkin_A,2024-01-01 23:24:55.069208544,2024-01-01 23:25:59.069208544,64,departure_gate_DG1,2024-01-01 23:25:59.069208544,2024-01-01 23:26:46.069208544,44,security_SC1,2024-01-01 23:26:46.069208544,2024-01-01 23:27:48.069208544,62,passport_PC2,2024-01-01 23:24:00.069208544,2024-01-01 23:24:55.069208544,2024-01-01 23:26:02.069208544,2024-01-01 23:26:46.069208544
228.0,209,10.0,9.0,321,A321,5169,A321,A321-200,,CN,137085,2024-01-01,1229545210,OZ9017,International,False,False,OZ,OZ,Asiana Airlines,Asia,HL8256,171,2024-01-02T01:19:00,2024-01-02T01:28:00,ICN,ICN,,1,-11.0,2024-01-02T01:30:00,2024-01-01 23:23:48.831911136,2024-01-01 23:23:49.069208544,2024-01-01 23:24:52.069208544,63,checkin_B,2024-01-01 23:24:52.069208544,2024-01-01 23:26:08.069208544,76,departure_gate_DG1,2024-01-01 23:26:08.069208544,2024-01-01 23:27:24.069208544,76,security_SC2,2024-01-01 23:27:24.069208544,2024-01-01 23:28:30.069208544,66,passport_PC1,2024-01-01 23:23:49.069208544,2024-01-01 23:24:52.069208544,2024-01-01 23:26:08.069208544,2024-01-01 23:27:24.069208544
228.0,209,10.0,9.0,321,A321,5169,A321,A321-200,,CN,137085,2024-01-01,1229545210,OZ9017,International,False,False,OZ,OZ,Asiana Airlines,Asia,HL8256,171,2024-01-02T01:19:00,2024-01-02T01:28:00,ICN,ICN,,1,-11.0,2024-01-02T01:30:00,2024-01-01 23:23:55.941608886,2024-01-01 23:23:56.069208544,2024-01-01 23:24:54.069208544,58,checkin_B,2024-01-01 23:24:54.069208544,2024-01-01 23:25:40.069208544,46,departure_gate_DG1,2024-01-01 23:25:40.069208544,2024-01-01 23:26:33.069208544,53,security_SC2,2024-01-01 23:26:33.069208544,2024-01-01 23:27:40.069208544,67,passport_PC1,2024-01-01 23:23:56.069208544,2024-01-01 23:24:54.069208544,2024-01-01 23:25:40.069208544,2024-01-01 23:26:33.069208544
228.0,209,10.0,9.0,321,A321,5169,A321,A321-200,,CN,137085,2024-01-01,1229545210,OZ9017,International,False,False,OZ,OZ,Asiana Airlines,Asia,HL8256,171,2024-01-02T01:19:00,2024-01-02T01:28:00,ICN,ICN,,1,-11.0,2024-01-02T01:30:00,2024-01-01 23:24:03.405009438,2024-01-01 23:24:03.069208544,2024-01-01 23:25:00.069208544,57,checkin_A,2024-01-01 23:25:00.069208544,2024-01-01 23:26:11.069208544,71,departure_gate_DG2,2024-01-01 23:26:11.069208544,2024-01-01 23:27:06.069208544,51,security_SC1,2024-01-01 23:27:06.069208544,2024-01-01 23:28:16.069208544,70,passport_PC1,2024-01-01 23:24:03.069208544,2024-01-01 23:25:00.069208544,2024-01-01 23:26:15.069208544,2024-01-01 23:27:06.069208544
228.0,209,10.0,9.0,321,A321,5169,A321,A321-200,,CN,137085,2024-01-01,1229545210,OZ9017,International,False,False,OZ,OZ,Asiana Airlines,Asia,HL8256,171,2024-01-02T01:19:00,2024-01-02T01:28:00,ICN,ICN,,1,-11.0,2024-01-02T01:30:00,2024-01-01 23:24:08.131418400,2024-01-01 23:24:08.069208544,2024-01-01 23:24:55.069208544,47,checkin_A,2024-01-01 23:24:55.069208544,2024-01-01 23:25:49.069208544,54,departure_gate_DG2,2024-01-01 23:25:49.069208544,2024-01-01 23:26:46.069208544,57,security_SC1,2024-01-01 23:26:46.069208544,2024-01-01 23:27:47.069208544,61,passport_PC2,2024-01-01 23:24:08.069208544,2024-01-01 23:24:55.069208544,2024-01-01 23:25:49.069208544,2024-01-01 23:26:46.069208544
